Transaction_ID,Customer_ID,Transaction_Date,Category,Product,Quantity,Unit_Price,Discount_Pct,Gross_Amount,Discount_Amount,Net_Amount,Payment_Mode,Channel,Region
TXN001150,CUST0183,2023-10-03,Home & Kitchen,Storage Box,1,1212.92,0.0,1212.92,0.0,1212.92,Credit Card,Online,South
TXN001151,CUST0796,2024-08-25,Electronics,Power Bank,5,930.89,0.0,4654.45,0.0,4654.45,Net Banking,Online,North
TXN001152,CUST0393,2024-11-16,Groceries,Rice 5kg,3,569.83,10.0,1709.49,170.95,1538.54,Debit Card,Online,West
TXN001153,CUST0211,2024-10-18,Sports,Cricket Bat,5,2876.28,25.0,14381.4,3595.35,10786.05,UPI,In-Store,South
TXN001154,CUST0706,2024-05-16,Home & Kitchen,Storage Box,2,2434.33,5.0,4868.66,243.43,4625.23,UPI,In-Store,East
TXN001155,CUST0662,2023-05-09,Fashion,Sneakers,1,306.01,0.0,306.01,0.0,306.01,Debit Card,Online,East
TXN001156,CUST0615,2024-04-01,Sports,Football,5,611.34,0.0,3056.7,0.0,3056.7,Cash on Delivery,Online,East
TXN001157,CUST0462,2024-12-03,Sports,Cricket Bat,4,2157.27,0.0,8629.08,0.0,8629.08,Debit Card,Online,East
TXN001158,CUST0379,2024-12-01,Electronics,Smartwatch,5,688.59,10.0,3442.95,344.3,3098.65,Net Banking,In-Store,North
TXN001159,CUST0189,2024-01-18,Beauty,Shampoo,3,578.61,25.0,1735.83,433.96,1301.87,Net Banking,In-Store,South
TXN001160,CUST0504,2024-10-27,Beauty,Face Wash,5,1199.73,20.0,5998.65,1199.73,4798.92,Debit Card,In-Store,Central
TXN001161,CUST0724,2024-11-06,Beauty,Lipstick,4,170.48,0.0,681.92,0.0,681.92,Credit Card,Online,West
TXN001162,CUST0786,2024-07-18,Beauty,Lipstick,1,748.25,25.0,748.25,187.06,561.19,Cash on Delivery,In-Store,North
TXN001163,CUST0532,2024-09-28,Electronics,Bluetooth Speaker,5,630.73,10.0,3153.65,315.37,2838.28,Cash on Delivery,Online,East
TXN001164,CUST0277,2024-03-20,Sports,Yoga Mat,5,1830.49,25.0,9152.45,2288.11,6864.34,Net Banking,In-Store,North
TXN001165,CUST0527,2024-12-20,Sports,Yoga Mat,3,1736.14,0.0,5208.42,0.0,5208.42,Net Banking,In-Store,North
TXN001166,CUST0759,2024-11-16,Fashion,Jeans,3,2395.6,0.0,7186.8,1437.36,5749.44,Debit Card,Online,West
TXN001167,CUST0537,2024-05-17,Groceries,Detergent,3,295.34,0.0,886.02,0.0,886.02,Net Banking,Online,Central
TXN001168,CUST0029,2023-12-12,Beauty,Face Wash,2,288.68,0.0,577.36,0.0,577.36,UPI,Online,East
TXN001169,CUST0664,2023-10-07,Groceries,Rice 5kg,5,377.51,25.0,1887.55,471.89,1415.66,Debit Card,Online,West
TXN001170,CUST0074,2024-12-04,Beauty,Face Wash,1,1161.04,20.0,1161.04,232.21,928.83,UPI,In-Store,West
TXN001171,CUST0472,2023-08-09,Fashion,T-Shirt,4,2236.39,15.0,8945.56,1341.83,7603.73,Net Banking,Online,South
TXN001172,CUST0474,2024-02-06,Electronics,Headphones,2,1408.25,20.0,2816.5,563.3,2253.2,Cash on Delivery,Online,West
TXN001173,CUST0265,2024-04-19,Beauty,Face Wash,3,661.99,0.0,1985.97,0.0,1985.97,Cash on Delivery,In-Store,South
TXN001174,CUST0479,2024-11-27,Groceries,Cooking Oil 1L,1,561.62,0.0,561.62,56.16,505.46,Credit Card,In-Store,East
TXN001175,CUST0220,2024-12-09,Electronics,Bluetooth Speaker,5,3666.53,5.0,18332.65,916.63,17416.02,Debit Card,In-Store,North
TXN001176,CUST0257,2024-11-19,Sports,Water Bottle,4,1805.95,0.0,7223.8,0.0,7223.8,UPI,Online,South
TXN001177,CUST0698,2024-03-04,Beauty,Perfume,3,892.39,25.0,2677.17,669.29,2007.88,Cash on Delivery,In-Store,West
TXN001178,CUST0141,2024-10-03,Beauty,Face Wash,2,275.79,20.0,551.58,110.32,441.26,UPI,Online,East
TXN001179,CUST0001,2024-04-23,Groceries,Cooking Oil 1L,3,72.6,20.0,217.8,43.56,174.24,Net Banking,Online,East
TXN001180,CUST0796,2024-07-28,Groceries,Tea 250g,1,99.05,5.0,99.05,4.95,94.1,UPI,Online,North
TXN001181,CUST0800,2024-12-11,Fashion,Jacket,1,769.36,10.0,769.36,76.94,692.42,UPI,Online,Central
TXN001182,CUST0368,2024-11-17,Sports,Yoga Mat,5,897.22,0.0,4486.1,0.0,4486.1,Net Banking,In-Store,Central
TXN001183,CUST0532,2024-08-21,Fashion,Sneakers,1,2032.94,0.0,2032.94,0.0,2032.94,UPI,Online,East
TXN001184,CUST0476,2024-05-13,Sports,Yoga Mat,5,921.98,0.0,4609.9,0.0,4609.9,Debit Card,In-Store,East
TXN001185,CUST0519,2024-05-27,Beauty,Lipstick,5,692.24,20.0,3461.2,692.24,2768.96,Cash on Delivery,In-Store,Central
TXN001186,CUST0274,2024-10-15,Groceries,Tea 250g,1,373.59,0.0,373.59,0.0,373.59,Credit Card,Online,Central
TXN001187,CUST0533,2024-03-24,Sports,Dumbbells,1,1237.25,15.0,1237.25,185.59,1051.66,Credit Card,Online,Central
TXN001188,CUST0428,2024-11-06,Beauty,Face Wash,2,710.76,20.0,1421.52,284.3,1137.22,Debit Card,Online,Central
TXN001189,CUST0456,2023-09-02,Home & Kitchen,LED Lamp,3,1802.18,0.0,5406.54,0.0,5406.54,UPI,In-Store,South
TXN001190,CUST0166,2024-03-30,Home & Kitchen,Curtains,4,1104.11,25.0,4416.44,1104.11,3312.33,Net Banking,Online,Central
TXN001191,CUST0292,2024-06-21,Beauty,Perfume,4,446.22,15.0,1784.88,267.73,1517.15,Cash on Delivery,Online,North
TXN001192,CUST0489,2024-06-07,Home & Kitchen,LED Lamp,3,1871.19,10.0,5613.57,561.36,5052.21,Net Banking,In-Store,South
TXN001193,CUST0582,2023-11-01,Sports,Dumbbells,3,1870.4,5.0,5611.2,280.56,5330.64,Credit Card,Online,West
TXN001194,CUST0532,2024-07-18,Sports,Football,4,2424.85,25.0,9699.4,2424.85,7274.55,Net Banking,In-Store,East
TXN001195,CUST0368,2024-12-07,Home & Kitchen,Storage Box,5,460.91,10.0,2304.55,230.46,2074.09,Cash on Delivery,In-Store,Central
TXN001196,CUST0797,2024-10-26,Electronics,USB Cable,2,552.55,5.0,1105.1,55.26,1049.84,Credit Card,Online,South
TXN001197,CUST0496,2024-11-26,Home & Kitchen,Curtains,3,3272.25,0.0,9816.75,0.0,9816.75,Net Banking,Online,East
TXN001198,CUST0140,2024-03-16,Electronics,Smartwatch,3,687.15,20.0,2061.45,412.29,1649.16,Cash on Delivery,Online,South
TXN001199,CUST0413,2024-12-17,Home & Kitchen,Cookware Set,2,1896.39,15.0,3792.78,568.92,3223.86,UPI,In-Store,East
TXN001200,CUST0597,2023-12-05,Home & Kitchen,Mixer Grinder,2,1039.73,5.0,2079.46,103.97,1975.49,Credit Card,Online,North
TXN001201,CUST0135,2024-04-01,Fashion,Jeans,4,2466.4,0.0,9865.6,0.0,9865.6,Net Banking,In-Store,South
TXN001202,CUST0710,2023-12-13,Beauty,Shampoo,5,916.49,20.0,4582.45,916.49,3665.96,Debit Card,Online,East
TXN001203,CUST0706,2024-03-28,Home & Kitchen,Mixer Grinder,1,2994.42,10.0,2994.42,299.44,2694.98,UPI,Online,East
TXN001204,CUST0035,2024-09-28,Groceries,Cooking Oil 1L,2,541.59,10.0,1083.18,108.32,974.86,Credit Card,Online,Central
TXN001205,CUST0676,2024-11-13,Sports,Yoga Mat,4,2729.26,15.0,10917.04,1637.56,9279.48,Debit Card,In-Store,West
TXN001206,CUST0242,2024-10-06,Sports,Cricket Bat,1,1180.65,25.0,1180.65,295.16,885.49,Cash on Delivery,Online,South
TXN001207,CUST0407,2024-09-29,Groceries,Rice 5kg,5,418.23,0.0,2091.15,0.0,2091.15,Debit Card,In-Store,Central
TXN001208,CUST0764,2024-07-12,Groceries,Snacks Pack,5,284.07,0.0,1420.35,0.0,1420.35,Cash on Delivery,Online,Central
TXN001209,CUST0271,2024-11-05,Home & Kitchen,Curtains,4,1781.83,5.0,7127.32,356.37,6770.95,Credit Card,Online,West
TXN001210,CUST0676,2024-09-16,Groceries,Detergent,2,547.51,25.0,1095.02,273.75,821.27,Debit Card,Online,West
TXN001211,CUST0227,2024-03-27,Electronics,Smartwatch,5,3915.25,5.0,19576.25,978.81,18597.44,Debit Card,Online,Central
TXN001212,CUST0532,2024-06-08,Groceries,Cooking Oil 1L,1,176.51,0.0,176.51,0.0,176.51,Cash on Delivery,In-Store,East
TXN001213,CUST0413,2024-12-11,Beauty,Face Wash,4,756.55,20.0,3026.2,605.24,2420.96,Credit Card,Online,East
TXN001214,CUST0476,2024-06-03,Home & Kitchen,Cookware Set,3,1152.92,5.0,3458.76,172.94,3285.82,Credit Card,Online,East
TXN001215,CUST0582,2024-03-09,Home & Kitchen,Curtains,5,2016.09,15.0,10080.45,1512.07,8568.38,Credit Card,Online,West
TXN001216,CUST0002,2024-11-03,Sports,Yoga Mat,3,945.0,20.0,2835.0,567.0,2268.0,Net Banking,Online,South
TXN001217,CUST0298,2024-11-03,Sports,Yoga Mat,4,187.17,15.0,748.68,112.3,636.38,UPI,Online,South
TXN001218,CUST0532,2024-07-16,Sports,Dumbbells,5,2481.14,10.0,12405.7,1240.57,11165.13,Cash on Delivery,In-Store,East
TXN001219,CUST0042,2023-08-27,Groceries,Rice 5kg,4,161.27,20.0,645.08,129.02,516.06,Debit Card,In-Store,East
TXN001220,CUST0509,2024-01-01,Electronics,USB Cable,4,1319.28,0.0,5277.12,0.0,5277.12,UPI,Online,Central
TXN001221,CUST0338,2024-04-25,Groceries,Tea 250g,2,257.38,0.0,514.76,0.0,514.76,Credit Card,Online,South
TXN001222,CUST0127,2024-04-07,Sports,Cricket Bat,3,1233.4,0.0,3700.2,0.0,3700.2,Cash on Delivery,Online,South
TXN001223,CUST0561,2024-01-14,Groceries,Snacks Pack,1,330.77,25.0,330.77,82.69,248.08,Net Banking,In-Store,North
TXN001224,CUST0262,2024-12-20,Electronics,Smartwatch,5,2208.97,0.0,11044.85,0.0,11044.85,UPI,Online,West
TXN001225,CUST0510,2023-08-31,Groceries,Tea 250g,5,568.66,0.0,2843.3,0.0,2843.3,Net Banking,Online,East
TXN001226,CUST0619,2024-10-28,Home & Kitchen,LED Lamp,1,2916.91,15.0,2916.91,437.54,2479.37,Net Banking,Online,East
TXN001227,CUST0002,2024-09-22,Groceries,Cooking Oil 1L,1,365.99,0.0,365.99,0.0,365.99,Net Banking,Online,South
TXN001228,CUST0728,2024-06-23,Home & Kitchen,Curtains,2,766.53,0.0,1533.06,0.0,1533.06,Cash on Delivery,In-Store,South
TXN001229,CUST0704,2024-06-19,Home & Kitchen,Mixer Grinder,3,2351.43,25.0,7054.29,1763.57,5290.72,Debit Card,Online,West
TXN001230,CUST0131,2024-04-02,Beauty,Face Wash,1,974.33,15.0,974.33,146.15,828.18,Cash on Delivery,Online,West
TXN001231,CUST0082,2024-04-29,Groceries,Snacks Pack,1,110.06,15.0,110.06,16.51,93.55,Debit Card,In-Store,Central
TXN001232,CUST0070,2024-05-01,Electronics,Bluetooth Speaker,1,1295.94,25.0,1295.94,323.99,971.95,Credit Card,In-Store,South
TXN001233,CUST0500,2024-05-14,Sports,Yoga Mat,5,2650.18,10.0,13250.9,1325.09,11925.81,Cash on Delivery,In-Store,East
TXN001234,CUST0532,2024-11-15,Fashion,Jeans,3,1448.19,0.0,4344.57,0.0,4344.57,Cash on Delivery,In-Store,East
TXN001235,CUST0253,2024-09-13,Beauty,Face Wash,4,972.33,5.0,3889.32,194.47,3694.85,UPI,Online,South
TXN001236,CUST0199,2024-12-14,Sports,Yoga Mat,2,1299.35,0.0,2598.7,0.0,2598.7,Net Banking,In-Store,West
TXN001237,CUST0199,2024-11-15,Sports,Cricket Bat,5,581.44,0.0,2907.2,0.0,2907.2,Net Banking,In-Store,West
TXN001238,CUST0786,2024-05-20,Beauty,Face Wash,3,340.93,5.0,1022.79,51.14,971.65,Cash on Delivery,In-Store,North
TXN001239,CUST0771,2024-08-24,Home & Kitchen,Cookware Set,5,3195.59,0.0,15977.95,0.0,15977.95,UPI,In-Store,West
TXN001240,CUST0051,2023-08-02,Beauty,Perfume,2,469.12,5.0,938.24,46.91,891.33,Cash on Delivery,Online,East
TXN001241,CUST0533,2024-07-25,Electronics,USB Cable,3,619.05,0.0,1857.15,0.0,1857.15,Cash on Delivery,Online,Central
TXN001242,CUST0706,2024-12-03,Electronics,Headphones,2,3988.73,15.0,7977.46,1196.62,6780.84,UPI,In-Store,East
TXN001243,CUST0532,2024-09-13,Electronics,Smartwatch,3,1088.67,0.0,3266.01,0.0,3266.01,Debit Card,Online,East
TXN001244,CUST0706,2024-03-18,Sports,Dumbbells,1,2891.64,0.0,2891.64,0.0,2891.64,Net Banking,Online,East
TXN001245,CUST0070,2024-02-05,Electronics,Bluetooth Speaker,5,1251.1,10.0,6255.5,625.55,5629.95,Net Banking,In-Store,South
TXN001246,CUST0034,2024-09-21,Home & Kitchen,Mixer Grinder,5,2724.45,0.0,13622.25,0.0,13622.25,UPI,In-Store,Central
TXN001247,CUST0532,2024-06-22,Fashion,T-Shirt,1,2461.65,5.0,2461.65,123.08,2338.57,Cash on Delivery,Online,East
TXN001248,CUST0002,2024-07-20,Home & Kitchen,Cookware Set,1,1613.75,0.0,1613.75,0.0,1613.75,Cash on Delivery,In-Store,South
TXN001249,CUST0519,2023-04-25,Electronics,Smartwatch,2,3966.7,15.0,7933.4,1190.01,6743.39,Cash on Delivery,In-Store,Central
TXN001250,CUST0140,2023-07-17,Home & Kitchen,Curtains,4,3380.39,20.0,13521.56,2704.31,10817.25,Cash on Delivery,Online,South
TXN001251,CUST0070,2023-06-23,Beauty,Lipstick,2,365.8,5.0,731.6,36.58,695.02,Debit Card,In-Store,South
TXN001252,CUST0271,2024-12-10,Sports,Cricket Bat,3,2562.56,15.0,7687.68,1153.15,6534.53,Credit Card,Online,West
TXN001253,CUST0151,2024-12-07,Home & Kitchen,Mixer Grinder,1,1452.29,25.0,1452.29,363.07,1089.22,Cash on Delivery,In-Store,Central
TXN001254,CUST0175,2024-03-16,Electronics,Smartwatch,1,2815.22,0.0,2815.22,0.0,2815.22,Credit Card,Online,South
TXN001255,CUST0489,2024-08-27,Sports,Football,4,1733.99,10.0,6935.96,693.6,6242.36,Unknown,Online,South
TXN001256,CUST0141,2024-08-07,Electronics,Headphones,3,1844.09,25.0,5532.27,1383.07,4149.2,UPI,In-Store,East
TXN001257,CUST0283,2024-05-16,Groceries,Cooking Oil 1L,2,142.12,20.0,284.24,56.85,227.39,Debit Card,Online,South
TXN001258,CUST0698,2024-03-21,Fashion,Jacket,5,1445.45,0.0,7227.25,0.0,7227.25,Credit Card,In-Store,West
TXN001259,CUST0113,2024-10-08,Home & Kitchen,Cookware Set,5,220.19,0.0,1100.95,0.0,1100.95,Credit Card,In-Store,North
TXN001260,CUST0716,2024-11-12,Groceries,Rice 5kg,1,361.05,20.0,361.05,72.21,288.84,Debit Card,In-Store,North
TXN001261,CUST0299,2024-04-05,Groceries,Rice 5kg,1,585.05,20.0,585.05,117.01,468.04,Cash on Delivery,Online,West
TXN001262,CUST0532,2024-11-14,Home & Kitchen,Cookware Set,5,2507.9,0.0,12539.5,0.0,12539.5,Cash on Delivery,In-Store,East
TXN001263,CUST0708,2024-10-03,Groceries,Snacks Pack,4,597.49,0.0,2389.96,0.0,2389.96,Credit Card,Online,South
TXN001264,CUST0164,2024-04-15,Fashion,Cap,1,580.41,10.0,580.41,58.04,522.37,Credit Card,In-Store,South
TXN001265,CUST0253,2024-10-21,Home & Kitchen,Cookware Set,3,3038.84,5.0,9116.52,455.83,8660.69,Credit Card,Online,South
TXN001266,CUST0536,2024-08-23,Sports,Yoga Mat,2,575.41,0.0,1150.82,0.0,1150.82,Net Banking,In-Store,South
TXN001267,CUST0325,2024-11-07,Fashion,T-Shirt,3,1879.28,0.0,5637.84,0.0,5637.84,Net Banking,In-Store,East
TXN001268,CUST0367,2024-08-28,Electronics,Headphones,5,1705.52,0.0,8527.6,0.0,8527.6,Cash on Delivery,Online,West
TXN001269,CUST0127,2024-04-23,Electronics,Headphones,1,2781.16,25.0,2781.16,695.29,2085.87,UPI,In-Store,South
TXN001270,CUST0679,2024-12-24,Electronics,Smartwatch,5,2537.14,10.0,12685.7,1268.57,11417.13,Credit Card,In-Store,East
TXN001271,CUST0365,2024-08-21,Fashion,Cap,4,2211.0,15.0,8844.0,1326.6,7517.4,Net Banking,In-Store,West
TXN001272,CUST0413,2024-12-14,Electronics,Power Bank,1,1318.54,10.0,1318.54,131.85,1186.69,Cash on Delivery,In-Store,East
TXN001273,CUST0578,2024-12-30,Home & Kitchen,LED Lamp,2,1623.9,5.0,3247.8,162.39,3085.41,Cash on Delivery,In-Store,West
TXN001274,CUST0309,2024-09-16,Home & Kitchen,Storage Box,1,627.27,0.0,627.27,0.0,627.27,UPI,Online,North
TXN001275,CUST0242,2024-04-23,Beauty,Shampoo,1,710.29,0.0,710.29,0.0,710.29,Cash on Delivery,In-Store,South
TXN001276,CUST0752,2023-09-16,Groceries,Detergent,1,448.4,20.0,448.4,89.68,358.72,UPI,Online,East
TXN001277,CUST0192,2023-11-30,Home & Kitchen,Cookware Set,3,3375.94,0.0,10127.82,0.0,10127.82,UPI,Online,Central
TXN001278,CUST0215,2024-11-23,Home & Kitchen,Cookware Set,5,2475.43,25.0,12377.15,3094.29,9282.86,Net Banking,Online,West
TXN001279,CUST0343,2024-12-29,Sports,Cricket Bat,3,915.4,25.0,2746.2,686.55,2059.65,Net Banking,In-Store,North
TXN001280,CUST0533,2024-07-29,Sports,Cricket Bat,4,2593.15,20.0,10372.6,2074.52,8298.08,Cash on Delivery,In-Store,Central
TXN001281,CUST0767,2023-03-22,Electronics,Power Bank,1,1230.18,15.0,1230.18,184.53,1045.65,Cash on Delivery,In-Store,East
TXN001282,CUST0448,2024-08-06,Home & Kitchen,Cookware Set,4,1266.22,0.0,5064.88,0.0,5064.88,Credit Card,Online,Central
TXN001283,CUST0012,2024-02-14,Home & Kitchen,Cookware Set,3,2142.05,0.0,6426.15,0.0,6426.15,UPI,Online,West
TXN001284,CUST0237,2024-07-10,Fashion,Jacket,5,962.19,20.0,4810.95,962.19,3848.76,Debit Card,In-Store,North
TXN001285,CUST0218,2024-12-26,Sports,Yoga Mat,2,1165.36,0.0,2330.72,0.0,2330.72,Credit Card,Online,Central
TXN001286,CUST0334,2024-08-25,Groceries,Tea 250g,3,249.51,0.0,748.53,0.0,748.53,Net Banking,In-Store,South
TXN001287,CUST0243,2023-10-20,Sports,Football,1,2475.22,20.0,2475.22,495.04,1980.18,UPI,Online,Central
TXN001288,CUST0212,2024-11-16,Beauty,Lipstick,1,456.31,10.0,456.31,45.63,410.68,Credit Card,Online,North
TXN001289,CUST0728,2024-04-12,Sports,Cricket Bat,5,1197.34,0.0,5986.7,0.0,5986.7,Credit Card,Online,South
TXN001290,CUST0723,2024-06-02,Beauty,Shampoo,4,609.43,0.0,2437.72,0.0,2437.72,Cash on Delivery,In-Store,West
TXN001291,CUST0218,2024-01-27,Groceries,Rice 5kg,2,431.77,0.0,863.54,0.0,863.54,Debit Card,Online,Central
TXN001292,CUST0187,2023-03-13,Groceries,Snacks Pack,2,446.47,25.0,892.94,223.24,669.7,Debit Card,In-Store,East
TXN001293,CUST0122,2024-11-13,Home & Kitchen,Storage Box,4,2375.6,5.0,9502.4,475.12,9027.28,Cash on Delivery,Online,East
TXN001294,CUST0706,2024-09-07,Groceries,Detergent,2,505.57,0.0,1011.14,151.67,859.47,Debit Card,Online,East
TXN001295,CUST0218,2024-09-26,Beauty,Face Wash,1,200.8,0.0,200.8,0.0,200.8,Net Banking,In-Store,Central
TXN001296,CUST0582,2024-08-06,Electronics,USB Cable,4,3324.24,0.0,13296.96,0.0,13296.96,UPI,Online,West
TXN001297,CUST0706,2024-04-24,Groceries,Detergent,4,416.42,10.0,1665.68,166.57,1499.11,Cash on Delivery,In-Store,East
TXN001298,CUST0578,2024-05-07,Beauty,Shampoo,2,330.8,0.0,661.6,0.0,661.6,Debit Card,Online,West
TXN001299,CUST0524,2023-02-09,Groceries,Snacks Pack,2,457.31,0.0,914.62,0.0,914.62,UPI,In-Store,South
TXN001300,CUST0053,2024-10-29,Fashion,Cap,4,1042.57,5.0,4170.28,208.51,3961.77,Credit Card,Online,South
TXN001301,CUST0470,2023-11-06,Home & Kitchen,Curtains,5,544.99,10.0,2724.95,272.5,2452.45,Credit Card,In-Store,East
TXN001302,CUST0140,2023-03-31,Sports,Yoga Mat,2,2042.32,25.0,4084.64,1021.16,3063.48,UPI,In-Store,South
TXN001303,CUST0056,2024-10-02,Sports,Cricket Bat,1,2819.83,15.0,2819.83,422.97,2396.86,Credit Card,In-Store,South
TXN001304,CUST0782,2023-06-02,Home & Kitchen,Mixer Grinder,1,2421.66,20.0,2421.66,484.33,1937.33,Cash on Delivery,Online,North
TXN001305,CUST0500,2024-09-07,Beauty,Moisturizer,2,983.77,20.0,1967.54,393.51,1574.03,Debit Card,Online,East
TXN001306,CUST0068,2024-10-25,Sports,Football,4,1778.98,20.0,7115.92,1423.18,5692.74,Net Banking,In-Store,Central
TXN001307,CUST0377,2024-01-13,Groceries,Detergent,2,177.23,0.0,354.46,0.0,354.46,Net Banking,In-Store,East
TXN001308,CUST0532,2024-04-20,Electronics,Power Bank,3,3857.0,5.0,11571.0,578.55,10992.45,Debit Card,In-Store,East
TXN001309,CUST0192,2024-12-09,Groceries,Rice 5kg,5,331.87,15.0,1659.35,248.9,1410.45,Debit Card,Online,Central
TXN001310,CUST0119,2024-06-29,Electronics,Smartwatch,3,923.68,25.0,2771.04,692.76,2078.28,UPI,In-Store,North
TXN001311,CUST0006,2024-04-30,Electronics,Headphones,4,990.98,20.0,3963.92,792.78,3171.14,UPI,In-Store,Central
TXN001312,CUST0500,2024-08-27,Home & Kitchen,Mixer Grinder,3,3138.74,0.0,9416.22,0.0,9416.22,Credit Card,In-Store,East
TXN001313,CUST0231,2024-12-04,Home & Kitchen,Cookware Set,4,2639.08,25.0,10556.32,2639.08,7917.24,Credit Card,Online,South
TXN001314,CUST0693,2024-10-23,Groceries,Snacks Pack,1,432.1,0.0,432.1,0.0,432.1,UPI,In-Store,Central
TXN001315,CUST0106,2024-11-04,Groceries,Cooking Oil 1L,3,93.1,15.0,279.3,41.9,237.4,Cash on Delivery,In-Store,Central
TXN001316,CUST0314,2024-12-29,Home & Kitchen,Curtains,3,3408.84,5.0,10226.52,511.33,9715.19,UPI,In-Store,North
TXN001317,CUST0582,2024-11-29,Home & Kitchen,Storage Box,3,2191.49,10.0,6574.47,657.45,5917.02,Cash on Delivery,In-Store,West
TXN001318,CUST0258,2024-07-16,Groceries,Snacks Pack,2,411.56,5.0,823.12,41.16,781.96,Credit Card,In-Store,East
TXN001319,CUST0447,2024-10-11,Fashion,Cap,5,1891.8,10.0,9459.0,945.9,8513.1,Credit Card,Online,East
TXN001320,CUST0148,2023-04-07,Electronics,USB Cable,3,2059.4,15.0,6178.2,926.73,5251.47,Debit Card,In-Store,Central
TXN001321,CUST0523,2024-10-21,Beauty,Perfume,3,955.52,10.0,2866.56,286.66,2579.9,Cash on Delivery,In-Store,East
TXN001322,CUST0662,2024-09-28,Beauty,Face Wash,3,1005.26,0.0,3015.78,0.0,3015.78,Debit Card,Online,East
TXN001323,CUST0193,2024-04-29,Beauty,Perfume,4,754.4,0.0,3017.6,0.0,3017.6,Cash on Delivery,In-Store,North
TXN001324,CUST0775,2024-07-15,Electronics,USB Cable,3,2633.19,20.0,7899.57,1579.91,6319.66,Net Banking,Online,South
TXN001325,CUST0074,2024-10-24,Fashion,Cap,2,405.73,0.0,811.46,0.0,811.46,Debit Card,Online,West
TXN001326,CUST0273,2024-04-10,Home & Kitchen,Cookware Set,4,555.68,0.0,2222.72,444.54,1778.18,Cash on Delivery,Online,East
TXN001327,CUST0035,2024-04-23,Sports,Cricket Bat,2,2883.9,0.0,5767.8,0.0,5767.8,Net Banking,In-Store,Central
TXN001328,CUST0706,2024-05-16,Electronics,Power Bank,3,1422.24,0.0,4266.72,0.0,4266.72,Debit Card,Online,East
TXN001329,CUST0625,2024-12-11,Groceries,Snacks Pack,2,529.68,5.0,1059.36,52.97,1006.39,Debit Card,Online,Central
TXN001330,CUST0465,2023-11-17,Fashion,Cap,2,320.5,0.0,641.0,0.0,641.0,Debit Card,Online,Central
TXN001331,CUST0205,2024-05-19,Home & Kitchen,Curtains,1,2484.45,25.0,2484.45,621.11,1863.34,Net Banking,Online,South
TXN001332,CUST0576,2023-12-30,Groceries,Detergent,2,145.46,0.0,290.92,0.0,290.92,Credit Card,Online,West
TXN001333,CUST0717,2024-04-18,Sports,Water Bottle,2,2192.71,0.0,4385.42,0.0,4385.42,Debit Card,In-Store,East
TXN001334,CUST0413,2024-12-22,Groceries,Rice 5kg,3,122.82,0.0,368.46,0.0,368.46,Net Banking,In-Store,East
TXN001335,CUST0720,2024-11-17,Home & Kitchen,Storage Box,3,535.25,10.0,1605.75,160.57,1445.18,Net Banking,Online,Central
TXN001336,CUST0519,2024-04-05,Groceries,Cooking Oil 1L,2,345.25,25.0,690.5,172.62,517.88,Debit Card,In-Store,Central
TXN001337,CUST0447,2024-12-28,Electronics,Smartwatch,5,1044.43,10.0,5222.15,522.22,4699.93,UPI,Online,East
TXN001338,CUST0752,2024-04-16,Beauty,Shampoo,1,183.94,0.0,183.94,0.0,183.94,Credit Card,In-Store,East
TXN001339,CUST0770,2023-04-04,Electronics,Smartwatch,1,2939.11,25.0,2939.11,734.78,2204.33,Credit Card,In-Store,West
TXN001340,CUST0262,2024-08-19,Electronics,Smartwatch,5,2593.92,15.0,12969.6,1945.44,11024.16,Credit Card,In-Store,West
TXN001341,CUST0095,2024-12-02,Fashion,Jeans,1,2379.76,15.0,2379.76,356.96,2022.8,UPI,Online,North
TXN001342,CUST0140,2023-07-08,Beauty,Shampoo,2,750.21,5.0,1500.42,75.02,1425.4,Credit Card,Online,South
TXN001343,CUST0192,2024-01-02,Home & Kitchen,LED Lamp,5,2950.6,15.0,14753.0,2212.95,12540.05,Credit Card,In-Store,Central
TXN001344,CUST0417,2024-07-20,Fashion,T-Shirt,3,1650.47,5.0,4951.41,247.57,4703.84,Net Banking,In-Store,North
TXN001345,CUST0242,2024-12-26,Sports,Dumbbells,2,1052.12,10.0,2104.24,210.42,1893.82,Debit Card,In-Store,South
TXN001346,CUST0724,2024-10-13,Beauty,Perfume,3,268.97,0.0,806.91,0.0,806.91,Debit Card,Online,West
TXN001347,CUST0031,2023-09-28,Home & Kitchen,Storage Box,4,2155.35,5.0,8621.4,431.07,8190.33,Credit Card,Online,West
TXN001348,CUST0500,2024-10-29,Home & Kitchen,Storage Box,5,1728.8,10.0,8644.0,864.4,7779.6,Debit Card,Online,East
TXN001349,CUST0393,2024-11-20,Electronics,Bluetooth Speaker,1,2821.36,5.0,2821.36,141.07,2680.29,Cash on Delivery,Online,West
TXN001350,CUST0044,2024-11-01,Groceries,Detergent,2,403.3,0.0,806.6,0.0,806.6,Debit Card,Online,East
TXN001351,CUST0339,2023-06-21,Home & Kitchen,Storage Box,5,2547.06,25.0,12735.3,3183.82,9551.48,Net Banking,In-Store,East
TXN001352,CUST0706,2024-02-23,Electronics,USB Cable,2,884.07,0.0,1768.14,0.0,1768.14,Credit Card,In-Store,East
TXN001353,CUST0164,2023-09-03,Groceries,Tea 250g,4,230.01,20.0,920.04,184.01,736.03,UPI,In-Store,South
